Category,language_code,ISO_639,Num_Words,Num_Sources,Num_Sections,Num_Images,Page_Views,Edits_30_Days,Num_Links_to_Wikipedia,URL,Original_Topic,date,language
Climate Change,li,lim,1401,0,7,5,38,0,25,https://li.wikipedia.org/wiki/Klimaatopwerming,Climate_change,15/2/2015,"Limburgish, Limburgan, Limburger"
Public Health,li,lim,696,0,2,5,64,0,36,https://li.wikipedia.org/wiki/COVID-19,COVID-19,12/3/2020,"Limburgish, Limburgan, Limburger"
Biodiversity Conservation,li,lim,172,0,0,0,17,0,7,https://li.wikipedia.org/wiki/Endemie_(biogeografie),Endemism,22/7/2015,"Limburgish, Limburgan, Limburger"
Biodiversity Conservation,li,lim,111,0,1,1,10,0,29,https://li.wikipedia.org/wiki/Megadivers_land,Megadiverse_countries,29/8/2016,"Limburgish, Limburgan, Limburger"
Biodiversity Conservation,li,lim,220,0,1,1,16,0,19,https://li.wikipedia.org/wiki/Raengerwaad,Rainforest,9/10/2014,"Limburgish, Limburgan, Limburger"
Public Health,li,lim,111,0,0,1,25,0,7,https://li.wikipedia.org/wiki/Werreldgez%C3%B3ndjheidsorganisaasje,World_Health_Organization,16/11/2015,"Limburgish, Limburgan, Limburger"
Climate Change,lld,lld,20,0,0,1,35,0,4,https://lld.wikipedia.org/wiki/Sciaudam%C3%ABnt_globel,Climate_change,20/11/2019,Ladin
Climate Change,lmo,lmo,49,0,1,3,70,0,8,https://lmo.wikipedia.org/wiki/Riscaldament_glubal,Climate_change,15/4/2018,Lombard
Public Health,lmo,lmo,290,6,2,4,26,0,21,https://lmo.wikipedia.org/wiki/COVID-19,COVID-19,12/2/2020,Lombard
Public Health,lmo,lmo,27,0,0,4,21,0,6,https://lmo.wikipedia.org/wiki/Organizzazzion_mondiala_de_la_Sanit%C3%A0,World_Health_Organization,23/3/2006,Lombard
Public Health,ln,lin,173,0,3,1,33,0,11,https://ln.wikipedia.org/wiki/Bok%C9%94n%C9%94%CC%81_bwa_Sika_2019_Vil%C3%BAsu_Kol%C3%B3n%C3%A1,COVID-19,6/10/2020,Lingala
Climate Change,lo,lao,12,0,0,1,34,0,2,https://lo.wikipedia.org/wiki/%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BA%9B%E0%BB%88%E0%BA%BD%E0%BA%99%E0%BB%81%E0%BA%9B%E0%BA%87%E0%BA%94%E0%BA%B4%E0%BA%99%E0%BA%9F%E0%BB%89%E0%BA%B2%E0%BA%AD%E0%BA%B2%E0%BA%81%E0%BA%B2%E0%BA%94,Climate_change,28/9/2021,Lao
Public Health,lo,lao,84,2,1,0,33,0,4,https://lo.wikipedia.org/wiki/%E0%BB%82%E0%BA%84%E0%BA%A7%E0%BA%B4%E0%BA%94-19,COVID-19,21/9/2021,Lao
Biodiversity Conservation,lt,lit,2861,42,26,10,76,0,174,https://lt.wikipedia.org/wiki/Biologin%C4%97_%C4%AFvairov%C4%97,Biodiversity,25/3/2007,Lithuanian
Climate Change,lt,lit,2253,10,16,15,NA,3,133,https://lt.wikipedia.org/wiki/Visuotinis_at%C5%A1ilimas,Climate_change,22/2/2007,Lithuanian
Biodiversity Conservation,lt,lit,1059,7,15,12,226,0,60,https://lt.wikipedia.org/wiki/Apsaugos_b%C5%ABkl%C4%97,Conservation_status,9/3/2011,Lithuanian
Biodiversity Conservation,lt,lit,235,5,7,1,23,0,122,https://lt.wikipedia.org/wiki/Biologin%C4%97s_%C4%AFvairov%C4%97s_konvencija,Convention_on_Biological_Diversity,25/6/2010,Lithuanian
Public Health,lt,lit,1165,61,11,4,530,1,47,https://lt.wikipedia.org/wiki/COVID-19,COVID-19,10/3/2020,Lithuanian
Public Health,lt,lit,741,30,4,0,18,1,32,https://lt.wikipedia.org/wiki/Ekosistemos_b%C5%ABkl%C4%97,Ecosystem_health,30/12/2022,Lithuanian
Biodiversity Conservation,lt,lit,149,2,4,3,34,0,37,https://lt.wikipedia.org/wiki/Nykstanti_r%C5%AB%C5%A1is,Endangered_species,8/9/2009,Lithuanian
Biodiversity Conservation,lt,lit,28,1,1,1,69,0,11,https://lt.wikipedia.org/wiki/Endemizmas,Endemism,27/10/2011,Lithuanian
Biodiversity Conservation,lt,lit,48,0,1,2,27,0,18,https://lt.wikipedia.org/wiki/I%C5%A1nykimas,Extinction,4/10/2009,Lithuanian
Climate Change,lt,lit,135,3,1,3,12,1,10,https://lt.wikipedia.org/wiki/Visuotinis_at%C5%A1alimas,Global_cooling,25/10/2009,Lithuanian
Public Health,lt,lit,188,0,2,1,31,0,9,https://lt.wikipedia.org/wiki/Sveikatos_draudimas,Health_insurance,14/1/2011,Lithuanian
Public Health,lt,lit,42,0,1,1,11,0,8,https://lt.wikipedia.org/wiki/Sveikatos_politika,Health_policy,8/1/2009,Lithuanian
Biodiversity Conservation,lt,lit,150,0,4,2,26,0,12,https://lt.wikipedia.org/wiki/Pasaulin%C4%97_gamtos_apsaugos_organizacija,International_Union_for_Conservation_of_Nature,29/12/2010,Lithuanian
Biodiversity Conservation,lt,lit,485,7,7,13,385,0,74,https://lt.wikipedia.org/wiki/Invazin%C4%97_r%C5%AB%C5%A1is,Invasive_species,12/4/2011,Lithuanian
Biodiversity Conservation,lt,lit,1075,0,7,1,904,0,83,https://lt.wikipedia.org/wiki/Vaistiniai_augalai,List_of_plants_used_in_herbalism,12/2/2006,Lithuanian
Biodiversity Conservation,lt,lit,96,4,1,4,37,0,34,https://lt.wikipedia.org/wiki/Gamtos_paveldo_objektas,Natural_heritage,17/10/2011,Lithuanian
Biodiversity Conservation,lt,lit,45,0,1,4,34,0,30,https://lt.wikipedia.org/wiki/Dr%C4%97gnasis_mi%C5%A1kas,Rainforest,7/11/2006,Lithuanian
Biodiversity Conservation,lt,lit,69,0,1,9,49,0,24,https://lt.wikipedia.org/wiki/Atogr%C4%85%C5%BE%C5%B3_mi%C5%A1kai,Tropical_forest,2/8/2009,Lithuanian
Biodiversity Conservation,lt,lit,123,2,2,0,5,0,8,https://lt.wikipedia.org/wiki/Pasaulio_gamtos_chartija,World_Charter_for_Nature,22/1/2012,Lithuanian
Public Health,lt,lit,117,1,1,4,159,0,86,https://lt.wikipedia.org/wiki/Pasaulio_sveikatos_organizacija,World_Health_Organization,30/5/2005,Lithuanian
Biodiversity Conservation,ltg,ltg,86,0,0,1,17,0,6,https://ltg.wikipedia.org/wiki/E%C5%86demizmys,Endemism,2/1/2012,Latgalian
Biodiversity Conservation,lv,lav,558,17,10,2,13,0,9,https://lv.wikipedia.org/wiki/Agroekolo%C4%A3ija,Agroecology,4/12/2013,Latvian
Biodiversity Conservation,lv,lav,480,8,11,3,39,2,48,https://lv.wikipedia.org/wiki/Biolo%C4%A3isk%C4%81_daudzveid%C4%ABba,Biodiversity,19/1/2009,Latvian
Biodiversity Conservation,lv,lav,719,5,7,2,9,0,39,https://lv.wikipedia.org/wiki/Biodaudzveid%C4%ABbas_karstie_punkti,Biodiversity_hotspot,12/12/2008,Latvian
Climate Change,lv,lav,1552,25,7,5,692,0,57,https://lv.wikipedia.org/wiki/Glob%C4%81l%C4%81_sasil%C5%A1ana,Climate_change,2/9/2008,Latvian
Biodiversity Conservation,lv,lav,98,0,0,1,20,0,10,https://lv.wikipedia.org/wiki/Aizsardz%C4%ABbas_statuss,Conservation_status,26/11/2012,Latvian
Biodiversity Conservation,lv,lav,49,2,2,0,12,0,10,https://lv.wikipedia.org/wiki/Konvencija_par_biolo%C4%A3isko_daudzveid%C4%ABbu,Convention_on_Biological_Diversity,15/1/2011,Latvian
Public Health,lv,lav,1183,29,19,18,73,0,56,https://lv.wikipedia.org/wiki/COVID-19,COVID-19,2/3/2020,Latvian
Biodiversity Conservation,lv,lav,74,0,1,2,15,0,15,https://lv.wikipedia.org/wiki/Izmirsto%C5%A1as_sugas,Endangered_species,16/1/2012,Latvian
Biodiversity Conservation,lv,lav,86,1,2,4,48,0,21,https://lv.wikipedia.org/wiki/End%C4%93ms,Endemism,1/2/2010,Latvian
Biodiversity Conservation,lv,lav,60,1,2,2,26,0,15,https://lv.wikipedia.org/wiki/Izmir%C5%A1ana,Extinction,9/3/2008,Latvian
Biodiversity Conservation,lv,lav,248,4,3,3,9,0,9,https://lv.wikipedia.org/wiki/Glob%C4%81lais_biolo%C4%A3isk%C4%81s_daudzveid%C4%ABbas_inform%C4%81cijas_fonds,Global_Biodiversity_Information_Facility,14/12/2021,Latvian
Biodiversity Conservation,lv,lav,1064,6,8,2,12,0,19,https://lv.wikipedia.org/wiki/Za%C4%BC%C4%81_infrastrukt%C5%ABra,Green_infrastructure,19/12/2018,Latvian
Public Health,lv,lav,308,2,3,0,14,0,20,https://lv.wikipedia.org/wiki/Kait%C4%93jumu_mazino%C5%A1i_pas%C4%81kumi,Harm_reduction,22/11/2015,Latvian
Public Health,lv,lav,59,0,2,2,32,0,16,https://lv.wikipedia.org/wiki/Vesel%C4%ABbas_apr%C5%ABpe,Health_care,29/6/2024,Latvian
Public Health,lv,lav,1079,12,14,0,32,0,25,https://lv.wikipedia.org/wiki/Vesel%C4%ABbas_apdro%C5%A1in%C4%81%C5%A1ana,Health_insurance,11/3/2010,Latvian
Public Health,lv,lav,228,1,2,3,11,4,20,https://lv.wikipedia.org/wiki/Z%C4%ABdai%C5%86u_mirst%C4%ABba,Infant_mortality,22/7/2024,Latvian
Biodiversity Conservation,lv,lav,98,0,2,2,23,0,14,https://lv.wikipedia.org/wiki/Starptautisk%C4%81_dabas_un_dabas_resursu_aizsardz%C4%ABbas_savien%C4%ABba,International_Union_for_Conservation_of_Nature,25/4/2011,Latvian
Biodiversity Conservation,lv,lav,218,2,3,3,75,0,19,https://lv.wikipedia.org/wiki/Invaz%C4%ABva_suga,Invasive_species,27/12/2007,Latvian
Biodiversity Conservation,lv,lav,23,2,2,1,19,0,10,https://lv.wikipedia.org/wiki/Izsme%C4%BCamie_neatjaun%C4%ABgie_resursi,Non-renewable_resource,4/11/2021,Latvian
Public Health,lv,lav,240,2,3,0,13,0,11,https://lv.wikipedia.org/wiki/Piesardz%C4%ABbas_princips,Precautionary_principle,2/6/2017,Latvian
Biodiversity Conservation,lv,lav,295,1,4,4,67,0,51,https://lv.wikipedia.org/wiki/Lietus_me%C5%BEs,Rainforest,4/12/2010,Latvian
Public Health,lv,lav,87,0,4,4,86,0,29,https://lv.wikipedia.org/wiki/Pasaules_Vesel%C4%ABbas_organiz%C4%81cija,World_Health_Organization,15/7/2006,Latvian
Biodiversity Conservation,mad,mad,27,1,1,1,17,0,3,https://mad.wikipedia.org/wiki/Ar%C3%A8_Kaparenn%C3%A8gh%C3%A2n_Mahlok_Sadhunnya,International_Day_for_Biological_Diversity,15/5/2021,Madurese
Biodiversity Conservation,mai,mai,143,0,2,2,NA,NA,3,https://mai.wikipedia.org/wiki/%E0%A4%B8%E0%A4%82%E0%A4%B0%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A4%A3_%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%BF%E0%A4%A4%E0%A4%BF,Conservation_status,22/3/2016,Maithili
Public Health,mai,mai,177,0,0,1,NA,NA,3,https://mai.wikipedia.org/wiki/%E0%A4%95%E0%A5%8B%E0%A4%B0%E0%A5%8B%E0%A4%A8%E0%A4%BE_%E0%A4%AD%E0%A4%BE%E0%A4%87%E0%A4%B0%E0%A4%B8_%E0%A4%B0%E0%A5%8B%E0%A4%97_(%E0%A4%95%E0%A5%8B%E0%A4%AD%E0%A4%BF%E0%A4%A1-%E0%A5%A7%E0%A5%AF),COVID-19,14/4/2020,Maithili
Climate Change,mg,mlg,177,2,2,1,29,0,12,https://mg.wikipedia.org/wiki/Fihafanan%27_ny_tany,Climate_change,23/5/2015,Malagasy
Biodiversity Conservation,mg,mlg,66,0,0,0,21,0,3,https://mg.wikipedia.org/wiki/Fongana,Extinction,13/6/2021,Malagasy
Public Health,mg,mlg,11,0,0,0,35,0,2,https://mg.wikipedia.org/wiki/Fitsaboana,Health_care,21/3/2008,Malagasy
Biodiversity Conservation,mg,mlg,297,0,0,1,21,0,4,https://mg.wikipedia.org/wiki/Fikambanana_Iraisam-Pirenena_ho_an%27_ny_Fitahirizana_ny_Zavaboary,International_Union_for_Conservation_of_Nature,3/2/2024,Malagasy
Biodiversity Conservation,mg,mlg,130,5,3,8,13,0,16,https://mg.wikipedia.org/wiki/Alamorana,Rainforest,16/7/2019,Malagasy
Public Health,mg,mlg,119,0,1,2,26,0,6,https://mg.wikipedia.org/wiki/Fikambanana_Maneran-Tany_momba_ny_Fahasalamana,World_Health_Organization,17/5/2023,Malagasy
Public Health,mhr,mhr,38,0,1,1,31,0,2,https://mhr.wikipedia.org/wiki/COVID-19,COVID-19,12/1/2022,Eastern Mari
Public Health,mi,mri,33,0,0,1,78,0,2,https://mi.wikipedia.org/wiki/KOWHEORI-19,COVID-19,2/4/2020,Maori
Climate Change,min,min,315,3,1,1,11,0,3,https://min.wikipedia.org/wiki/Adaptasi_parubahan_iklim,Climate_change_adaptation,16/4/2020,Minangkabau
Public Health,min,min,1595,89,8,40,46,1,11,https://min.wikipedia.org/wiki/Panyakik_koronavirus_2019,COVID-19,4/4/2020,Minangkabau
Biodiversity Conservation,min,min,204,2,2,1,23,1,30,https://min.wikipedia.org/wiki/Utan_ujan,Rainforest,4/11/2021,Minangkabau
Public Health,min,min,410,1,4,9,43,0,16,https://min.wikipedia.org/wiki/Organisasi_Kasihatan_Dunia,World_Health_Organization,14/3/2020,Minangkabau
Climate Change,mk,mkd,968,46,9,5,7,3,23,https://mk.wikipedia.org/wiki/%D0%91%D1%80%D0%B7%D0%B0_%D0%BA%D0%BB%D0%B8%D0%BC%D0%B0%D1%82%D1%81%D0%BA%D0%B0_%D0%BF%D1%80%D0%BE%D0%BC%D0%B5%D0%BD%D0%B0,Abrupt_climate_change,8/5/2022,Macedonian
Biodiversity Conservation,mk,mkd,6137,106,15,7,5,0,52,https://mk.wikipedia.org/wiki/%D0%9F%D0%BE%D1%82%D0%BF%D0%BE%D0%BC%D0%BE%D0%B3%D0%BD%D0%B0%D1%82%D0%B0_%D0%BC%D0%B8%D0%B3%D1%80%D0%B0%D1%86%D0%B8%D1%98%D0%B0,Assisted_migration,15/7/2024,Macedonian
Biodiversity Conservation,mk,mkd,1832,13,10,6,34,1,87,https://mk.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D0%B2%D0%B8%D0%B4%D0%BD%D0%BE%D1%81%D1%82,Biodiversity,19/5/2013,Macedonian
Biodiversity Conservation,mk,mkd,381,9,3,1,6,0,17,https://mk.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%B5%D0%BB%D0%B0%D1%81%D1%82%D0%B8%D1%87%D0%BD%D0%BE%D1%81%D1%82,Bioresilience,17/4/2021,Macedonian
Public Health,mk,mkd,1840,32,9,7,19,1,45,https://mk.wikipedia.org/wiki/%D0%94%D0%B5%D1%82%D1%81%D0%BA%D0%B0_%D1%81%D0%BC%D1%80%D1%82%D0%BD%D0%BE%D1%81%D1%82,Child_mortality,19/9/2020,Macedonian
Climate Change,mk,mkd,5120,0,19,3,57,0,93,https://mk.wikipedia.org/wiki/%D0%93%D0%BB%D0%BE%D0%B1%D0%B0%D0%BB%D0%BD%D0%BE_%D0%B7%D0%B0%D1%82%D0%BE%D0%BF%D0%BB%D1%83%D0%B2%D0%B0%D1%9A%D0%B5,Climate_change,20/2/2007,Macedonian
Climate Change,mk,mkd,2592,54,17,3,5,0,66,https://mk.wikipedia.org/wiki/%D0%A1%D1%83%D0%B4%D1%81%D0%BA%D0%B8_%D1%81%D0%BF%D0%BE%D1%80_%D0%B7%D0%B0_%D0%BA%D0%BB%D0%B8%D0%BC%D0%B0%D1%82%D1%81%D0%BA%D0%B8_%D0%BF%D1%80%D0%BE%D0%BC%D0%B5%D0%BD%D0%B8,Climate_change_litigation,4/5/2022,Macedonian
Climate Change,mk,mkd,2401,1,11,4,6,0,22,https://mk.wikipedia.org/wiki/%D0%9A%D0%BB%D0%B8%D0%BC%D0%B0%D1%82%D1%81%D0%BA%D0%B0_%D0%BA%D1%80%D0%B8%D0%B7%D0%B0,Climate_crisis,4/5/2022,Macedonian
Climate Change,mk,mkd,2327,56,13,1,5,0,31,https://mk.wikipedia.org/wiki/%D0%9A%D0%BB%D0%B8%D0%BC%D0%B0%D1%82%D1%81%D0%BA%D0%BE_%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80%D1%81%D1%82%D0%B2%D0%BE,Climate_engineering,4/5/2022,Macedonian
Climate Change,mk,mkd,807,18,5,1,3,0,18,https://mk.wikipedia.org/wiki/%D0%9A%D0%BB%D0%B8%D0%BC%D0%B0%D1%82%D1%81%D0%BA%D0%B0_%D0%B8%D0%BD%D0%B5%D1%80%D1%86%D0%B8%D1%98%D0%B0,Climate_inertia,16/4/2024,Macedonian
Climate Change,mk,mkd,527,11,7,0,3,1,17,https://mk.wikipedia.org/wiki/%D0%9A%D0%BB%D0%B8%D0%BC%D0%B0%D1%82%D1%81%D0%BA%D0%B0_%D0%BF%D1%81%D0%B8%D1%85%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%98%D0%B0,Climate_psychology,16/4/2024,Macedonian
Climate Change,mk,mkd,1878,1,10,1,2,0,15,https://mk.wikipedia.org/wiki/%D0%9A%D0%BB%D0%B8%D0%BC%D0%B0%D1%82%D1%81%D0%BA%D0%B0_%D1%81%D0%BF%D0%B8%D1%80%D0%B0%D0%BB%D0%B0,Climate_spiral,5/4/2024,Macedonian
Biodiversity Conservation,mk,mkd,139,1,2,1,48,0,13,https://mk.wikipedia.org/wiki/%D0%97%D0%B0%D1%88%D1%82%D0%B8%D1%82%D0%B5%D0%BD_%D1%81%D1%82%D0%B0%D1%82%D1%83%D1%81,Conservation_status,30/12/2008,Macedonian
Public Health,mk,mkd,1255,53,15,4,255,1,111,https://mk.wikipedia.org/wiki/%D0%9A%D0%9E%D0%92%D0%98%D0%94-19,COVID-19,4/4/2020,Macedonian
Climate Change,mk,mkd,2035,57,14,9,9,0,63,https://mk.wikipedia.org/wiki/%D0%A3%D0%BD%D0%B8%D1%88%D1%82%D1%83%D0%B2%D0%B0%D1%9A%D0%B5_%D0%BD%D0%B0_%D1%88%D1%83%D0%BC%D0%B8%D1%82%D0%B5_%D0%B8_%D0%BA%D0%BB%D0%B8%D0%BC%D0%B0%D1%82%D1%81%D0%BA%D0%B8_%D0%BF%D1%80%D0%BE%D0%BC%D0%B5%D0%BD%D0%B8,Deforestation_and_climate_change,4/10/2023,Macedonian
Biodiversity Conservation,mk,mkd,319,17,4,3,40,1,36,https://mk.wikipedia.org/wiki/%D0%95%D0%BD%D0%B4%D0%B5%D0%BC%D0%B8%D0%B7%D0%B0%D0%BC,Endemism,10/9/2012,Macedonian
Biodiversity Conservation,mk,mkd,51,1,3,0,6,0,7,https://mk.wikipedia.org/wiki/%D0%93%D0%B5%D0%BD%D0%B5%D1%82%D1%81%D0%BA%D0%B8_%D1%80%D0%B5%D1%81%D1%83%D1%80%D1%81%D0%B8,Genetic_resources,25/2/2024,Macedonian
Biodiversity Conservation,mk,mkd,273,5,3,3,11,0,26,https://mk.wikipedia.org/wiki/%D0%93%D0%BB%D0%BE%D0%B1%D0%B0%D0%BB%D0%B5%D0%BD_%D0%B8%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%82%D0%B8%D0%B2%D0%B5%D0%BD_%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC_%D0%B7%D0%B0_%D0%B1%D0%B8%D0%BE%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D0%B2%D0%B8%D0%B4%D0%BD%D0%BE%D1%81%D1%82,Global_Biodiversity_Information_Facility,19/8/2023,Macedonian
Climate Change,mk,mkd,1038,15,4,1,3,1,12,https://mk.wikipedia.org/wiki/%D0%93%D0%BB%D0%BE%D0%B1%D0%B0%D0%BB%D0%B5%D0%BD_%D0%BF%D1%80%D0%BE%D0%B5%D0%BA%D1%82_%D0%B7%D0%B0_%D1%98%D0%B0%D0%B3%D0%BB%D0%B5%D1%80%D0%BE%D0%B4,Global_Carbon_Project,28/6/2024,Macedonian
Climate Change,mk,mkd,1023,20,7,3,8,1,34,https://mk.wikipedia.org/wiki/%D0%93%D0%BB%D0%BE%D0%B1%D0%B0%D0%BB%D0%BD%D0%BE_%D0%BB%D0%B0%D0%B4%D0%B5%D1%9A%D0%B5,Global_cooling,27/5/2024,Macedonian
Public Health,mk,mkd,354,4,3,2,46,0,19,https://mk.wikipedia.org/wiki/%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%B0_%D0%B7%D0%B0%D1%88%D1%82%D0%B8%D1%82%D0%B0,Health_care,23/7/2012,Macedonian
Climate Change,mk,mkd,4418,56,9,6,6,4,38,https://mk.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%98%D0%B0_%D0%BD%D0%B0_%D0%BD%D0%B0%D1%83%D0%BA%D0%B0%D1%82%D0%B0_%D0%B7%D0%B0_%D0%BA%D0%BB%D0%B8%D0%BC%D0%B0%D1%82%D1%81%D0%BA%D0%B8%D1%82%D0%B5_%D0%BF%D1%80%D0%BE%D0%BC%D0%B5%D0%BD%D0%B8,History_of_climate_change_science,5/6/2024,Macedonian
Public Health,mk,mkd,2653,62,13,4,14,0,60,https://mk.wikipedia.org/wiki/%D0%A1%D0%BC%D1%80%D1%82%D0%BD%D0%BE%D1%81%D1%82_%D0%BD%D0%B0_%D0%B4%D0%BE%D0%B5%D0%BD%D1%87%D0%B8%D1%9A%D0%B0,Infant_mortality,2/11/2022,Macedonian
Biodiversity Conservation,mk,mkd,664,8,10,2,20,0,28,https://mk.wikipedia.org/wiki/%D0%9C%D0%B5%D1%93%D1%83%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%B5%D0%BD_%D1%81%D0%BE%D1%98%D1%83%D0%B7_%D0%B7%D0%B0_%D0%B7%D0%B0%D1%88%D1%82%D0%B8%D1%82%D0%B0_%D0%BD%D0%B0_%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%B0%D1%82%D0%B0,International_Union_for_Conservation_of_Nature,2/12/2010,Macedonian
Biodiversity Conservation,mk,mkd,232,3,6,0,8,0,14,https://mk.wikipedia.org/wiki/%D0%9C%D0%B5%D1%93%D1%83%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D0%B0_%D0%B3%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0_%D0%BD%D0%B0_%D0%B1%D0%B8%D0%BE%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D0%B2%D0%B8%D0%B4%D0%BD%D0%BE%D1%81%D1%82%D0%B0,International_Year_of_Biodiversity,29/10/2020,Macedonian
Biodiversity Conservation,mk,mkd,7518,152,20,11,38,1,162,https://mk.wikipedia.org/wiki/%D0%98%D0%BD%D0%B2%D0%B0%D0%B7%D0%B8%D0%B2%D0%B5%D0%BD_%D0%B2%D0%B8%D0%B4,Invasive_species,26/9/2020,Macedonian
Climate Change,mk,mkd,336,5,6,3,3,0,13,https://mk.wikipedia.org/wiki/%D0%9A%D0%B0%D1%98%D0%B0_%D0%B8%D0%B4%D0%B5%D0%BD%D1%82%D0%B8%D1%82%D0%B5%D1%82,Kaya_identity,27/6/2024,Macedonian
Biodiversity Conservation,mk,mkd,416,10,4,1,1,2,5,https://mk.wikipedia.org/wiki/%D0%93%D0%BB%D0%BE%D0%B1%D0%B0%D0%BB%D0%BD%D0%B0_%D1%80%D0%B0%D0%BC%D0%BA%D0%B0_%D0%B7%D0%B0_%D0%B1%D0%B8%D0%BE%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D0%B2%D0%B8%D0%B4%D0%BD%D0%BE%D1%81%D1%82_%D0%9A%D1%83%D0%BD%D0%BC%D0%B8%D0%BD%D0%B3-%D0%9C%D0%BE%D0%BD%D1%82%D1%80%D0%B5%D0%B0%D0%BB,Kunming-Montreal_Global_Biodiversity_Framework,26/3/2023,Macedonian
Climate Change,mk,mkd,1183,13,5,0,1,5,20,https://mk.wikipedia.org/wiki/%D0%9C%D0%BE%D1%87%D1%83%D1%80%D0%B8%D1%88%D0%BD%D0%B8_%D0%BE%D1%80%D0%B3%D1%83%D0%BB%D0%B8,Marsh_organ,26/6/2024,Macedonian
Biodiversity Conservation,mk,mkd,399,7,6,3,10,0,10,https://mk.wikipedia.org/wiki/%D0%9C%D0%B8%D0%BB%D0%B5%D0%BD%D0%B8%D1%83%D0%BC%D1%81%D0%BA%D0%B0_%D0%B1%D0%B0%D0%BD%D0%BA%D0%B0_%D0%BD%D0%B0_%D1%81%D0%B5%D0%BC%D0%B8%D1%9A%D0%B0,Millennium_Seed_Bank_Partnership,10/11/2009,Macedonian
Biodiversity Conservation,mk,mkd,615,8,2,0,10,0,20,https://mk.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%BD%D0%BE_%D0%BD%D0%B0%D1%81%D0%BB%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%BE,Natural_heritage,26/9/2020,Macedonian
Biodiversity Conservation,mk,mkd,1713,34,7,3,6,0,31,https://mk.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%B5%D0%BD_%D0%BF%D1%80%D0%B5%D0%B4%D0%B5%D0%BB,Natural_landscape,17/4/2021,Macedonian
Biodiversity Conservation,mk,mkd,229,0,1,3,8,0,10,https://mk.wikipedia.org/wiki/%D0%A0%D0%B5%D1%87%D0%B8%D1%81%D0%B8_%D0%B7%D0%B0%D0%B3%D1%80%D0%BE%D0%B7%D0%B5%D0%BD_%D0%B2%D0%B8%D0%B4,Near-threatened_species,28/1/2010,Macedonian
Biodiversity Conservation,mk,mkd,328,0,3,1,10,0,33,https://mk.wikipedia.org/wiki/%D0%9D%D0%B5%D0%BE%D0%B1%D0%BD%D0%BE%D0%B2%D0%BB%D0%B8%D0%B2%D0%B8_%D0%B8%D0%B7%D0%B2%D0%BE%D1%80%D0%B8_%D0%BD%D0%B0_%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%B8%D1%98%D0%B0,Non-renewable_resource,27/9/2018,Macedonian
Climate Change,mk,mkd,1065,31,4,11,4,2,113,https://mk.wikipedia.org/wiki/%D0%A2%D0%BE%D0%BF%D0%BB%D0%B8%D0%BD%D1%81%D0%BA%D0%B0_%D1%81%D0%BE%D0%B4%D1%80%D0%B6%D0%B8%D0%BD%D0%B0_%D0%BD%D0%B0_%D0%BE%D0%BA%D0%B5%D0%B0%D0%BD%D0%B8%D1%82%D0%B5,Ocean_heat_content,25/2/2022,Macedonian
Climate Change,mk,mkd,1077,10,9,0,2,0,25,https://mk.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%BD%D1%86%D0%B8%D0%BF%D0%B8_%D0%BD%D0%B0_%D0%9E%D1%81%D0%BB%D0%BE,Oslo_Principles,28/6/2024,Macedonian
Biodiversity Conservation,mk,mkd,146,0,3,4,15,0,20,https://mk.wikipedia.org/wiki/%D0%94%D0%BE%D0%B6%D0%B4%D0%BE%D0%B2%D0%BD%D0%B0_%D1%88%D1%83%D0%BC%D0%B0,Rainforest,27/12/2006,Macedonian
Climate Change,mk,mkd,1985,53,29,2,4,0,27,https://mk.wikipedia.org/wiki/%D0%A2%D1%80%D0%B0%D0%BD%D0%B7%D0%B8%D1%86%D0%B8%D1%81%D0%BA%D0%B8_%D0%B3%D1%80%D0%B0%D0%B4,Transition_town,23/6/2024,Macedonian
